Объединение;Склад;Товар (код);Товар;Штрихкод;Бренд;Категория 1;Категория 2;Страна;Физ.доступно, шт.;Заказано, шт.;Резерв, шт.;Кол-во SKU, шт.;Себестоимость (без НДС), руб.;Себестоимость (с НДС), руб.;Себестоимость (без НДС), валюта;Себестоимость (с НДС), валюта
СПБ Галерея;155;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;10;0;0;1;5513,37;6616,044;5513,37;6616,044
СПБ Галерея;156;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;9;0;0;1;4962,06;5954,472;4962,06;5954,472
ХБР Броско Молл;160;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;3;0;0;1;1654;1984,8;1654;1984,8
ХБР Броско Молл;161;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;0;7;0;0;0;0;0;0
САР Триумф Молл;164;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;0;6;0;0;0;0;0;0
ННВ Небо;165;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;2;0;0;1;1102,67;1323,204;1102,67;1323,204
КЗН Казань молл;167;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;11;0;0;1;6064,71;7277,652;6064,71;7277,652
ВЛГ Ворошиловский;172;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;7;0;0;1;3859,37;4631,244;3859,37;4631,244
ВЛГ Ворошиловский;173;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;6;0;0;1;3308,03;3969,636;3308,03;3969,636
ПРМ Планета;174;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;9;0;0;1;4962,04;5954,448;4962,04;5954,448
ПРМ Планета;175;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;3;0;0;1;1654,01;1984,812;1654,01;1984,812
МСК Европолис;177;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;2;0;0;1;1102,67;1323,204;1102,67;1323,204
Сочи Море Молл;179;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;6;0;0;1;3308,04;3969,648;3308,04;3969,648
ПРМ Эспланада;183;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;2;0;0;1;1102,67;1323,204;1102,67;1323,204
МСК Неглинная;185;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;14;0;0;1;7718,72;9262,464;7718,72;9262,464
МСК Неглинная;184-ИНВ;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;11;0;0;1;6064,7;7277,64;6064,7;7277,64
МСК Неглинная;184;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;4;19;0;1;2205,35;2646,42;2205,35;2646,42
МСК Павелецкая;187;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;5;0;0;1;2756,69;3308,028;2756,69;3308,028
КРД Галерея магазин;189;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;1;0;0;1;551,33;661,596;551,33;661,596
КРД Галерея магазин;188;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;0;2;0;0;0;0;0;0
ИРК Модный квартал;190;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;0;20;0;0;0;0;0;0
KZ ШМК Шымкент Плаза;194;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Казахстан;11;0;0;1;5672,366464;6353,05044;28928,69;32400,1328
KZ АЛМ Мега;196;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Казахстан;12;0;0;1;6217,034383;6963,078509;31706,46;35511,2352
KZ АЛМ Достык Плаза;198;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Казахстан;8;0;0;1;4339,299981;4860,015979;22130,14;24785,7568
KZ АСТ Мега;200;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Казахстан;3;0;0;1;1605,0073;1797,608176;8185,43;9167,6816
МСК РЦ E-com;222;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;13;0;0;1;7167,37;8600,844;7167,37;8600,844
СПБ РЦ;223;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;3;0;0;1;1654,01;1984,812;1654,01;1984,812
СПБ РЦ Юг даркстор;224;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;2;0;0;1;1102,67;1323,204;1102,67;1323,204
Интернет-магазин ФМ;225;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;63;0;0;1;34734,26;41681,112;34734,26;41681,112
Интернет-магазин ФМ;225-КАР;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;1;0;0;1;551,34;661,608;551,34;661,608
РЦ ИМ Краснодар;228;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;3;0;0;1;1654,01;1984,812;1654,01;1984,812
НСК РЦ;229;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;7;4;0;1;3859,36;4631,232;3859,36;4631,232
Склад FM;232;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;3526;0;61;1;1521268,01;1825521,612;1521268,01;1825521,612
Склад FM;232-КАР;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;2;0;0;1;848,21;1017,852;848,21;1017,852
ИМ Беларусь;250;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Беларусь;0;5;0;0;0;0;0;0
ИМ Казахстан;277;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Казахстан;3;0;0;1;1598,893494;1790,760714;8154,25;9132,76
МСК Фотостудия;302;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;1;0;0;1;551,34;661,608;551,34;661,608
МСК Реклама и маркетинг;315;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;2;0;0;1;1102,67;1323,204;1102,67;1323,204
МСК Реклама и маркетинг;315-FOC;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;0;20;0;0;0;0;0;0
МСК Ангара BOX;401;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;9;0;0;1;4962,03;5954,436;4962,03;5954,436
МСК Афимолл BOX;402;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;7;0;0;1;3859,36;4631,232;3859,36;4631,232
НСК Галерея BOX;404;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;4;0;0;1;2205,35;2646,42;2205,35;2646,42
НСК Галерея BOX;403;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;3;0;0;1;1654,01;1984,812;1654,01;1984,812
МСК Океания BOX;406;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;7;0;0;1;3859,36;4631,232;3859,36;4631,232
РЦ Казахстан;777;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Казахстан;37;0;0;1;20152,71106;22571,03638;102777,48;115110,7776
Мнс РЦ;810-КОР;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Беларусь;0;20;0;0;0;0;0;0
Транспортная компания;990-ТРН;19000165284;okolo Гель-кондиционер д/душа Close Shave 500мл;7640399231239;OKOLO;Уход;Уход за телом;Россия;0;0;82;0;45209,87;54251,844;45209,87;54251,844
КЗН Пушкина;117;19000165285;okolo Желе д/умывания Morphing Turmeric 50мл;7640399231093;OKOLO;Уход;Уход за лицом;Россия;8;0;0;1;7336;8803,2;7336;8803,2
КЗН Пушкина;107;19000165285;okolo Желе д/умывания Morphing Turmeric 50мл;7640399231093;OKOLO;Уход;Уход за лицом;Россия;2;0;0;1;1834;2200,8;1834;2200,8
НСК Красный;118;19000165285;okolo Желе д/умывания Morphing Turmeric 50мл;7640399231093;OKOLO;Уход;Уход за лицом;Россия;9;0;0;1;8253,01;9903,612;8253,01;9903,612
ЕКБ Пассаж;120;19000165285;okolo Желе д/умывания Morphing Turmeric 50мл;7640399231093;OKOLO;Уход;Уход за лицом;Россия;1;0;0;1;917,01;1100,412;917,01;1100,412
ЕКБ Пассаж;110;19000165285;okolo Желе д/умывания Morphing Turmeric 50мл;7640399231093;OKOLO;Уход;Уход за лицом;Россия;0;2;0;0;0;0;0;0
ЕКБ Большой;119;19000165285;okolo Желе д/умывания Morphing Turmeric 50мл;7640399231093;OKOLO;Уход;Уход за лицом;Россия;3;0;0;1;2751,01;3301,212;2751,01;3301,212
ЕКБ Большой;111;19000165285;okolo Желе д/умывания Morphing Turmeric 50мл;7640399231093;OKOLO;Уход;Уход за лицом;Россия;0;12;0;0;0;0;0;0
МСК Кунцево;114;19000165285;okolo Желе д/умывания Morphing Turmeric 50мл;7640399231093;OKOLO;Уход;Уход за лицом;Россия;5;0;0;1;4585,02;5502,024;4585,02;5502,024
МСК Афимолл;116;19000165285;okolo Желе д/умывания Morphing Turmeric 50мл;7640399231093;OKOLO;Уход;Уход за лицом;Россия;15;0;0;1;13755,02;16506,024;13755,02;16506,024
МСК Афимолл;115-ИНВ;19000165285;okolo Желе д/умывания Morphing Turmeric 50мл;7640399231093;OKOLO;Уход;Уход за лицом;Россия;1;0;0;1;917;1100,4;917;1100,4
САМ Коммунистическая;122;19000165285;okolo Желе д/умывания Morphing Turmeric 50мл;7640399231093;OKOLO;Уход;Уход за лицом;Россия;5;0;0;1;4585,01;5502,012;4585,01;5502,012
САМ Коммунистическая;123;19000165285;okolo Желе д/умывания Morphing Turmeric 50мл;7640399231093;OKOLO;Уход;Уход за лицом;Россия;5;0;0;1;4585;5502;4585;5502
РНД Горизонт;127;19000165285;okolo Желе д/умывания Morphing Turmeric 50мл;7640399231093;OKOLO;Уход;Уход за лицом;Россия;11;0;0;1;10087,01;12104,412;10087,01;12104,412
РНД Горизонт;126-ИНВ;19000165285;okolo Желе д/умывания Morphing Turmeric 50мл;7640399231093;OKOLO;Уход;Уход за лицом;Россия;1;0;0;1;917;1100,4;917;1100,4
ЧЛБ Сони Кривой;134;19000165285;okolo Желе д/умывания Morphing Turmeric 50мл;7640399231093;OKOLO;Уход;Уход за лицом;Россия;5;0;0;1;4585,01;5502,012;4585,01;5502,012
ЧЛБ Сони Кривой;135;19000165285;okolo Желе д/умывания Morphing Turmeric 50мл;7640399231093;OKOLO;Уход;Уход за лицом;Россия;3;0;0;1;2751,01;3301,212;2751,01;3301,212
КРК Планета;136;19000165285;okolo Желе д/умывания Morphing Turmeric 50мл;7640399231093;OKOLO;Уход;Уход за лицом;Россия;6;0;0;1;5502;6602,4;5502;6602,4
КРК Планета;137;19000165285;okolo Желе д/умывания Morphing Turmeric 50мл;7640399231093;OKOLO;Уход;Уход за лицом;Россия;4;0;0;1;3668,01;4401,612;3668,01;4401,612
УФА Планета магазин;139;19000165285;okolo Желе д/умывания Morphing Turmeric 50мл;7640399231093;OKOLO;Уход;Уход за лицом;Россия;6;0;0;1;5502;6602,4;5502;6602,4
МСК Метрополис;142;19000165285;okolo Желе д/умывания Morphing Turmeric 50мл;7640399231093;OKOLO;Уход;Уход за лицом;Россия;6;0;0;1;5502,02;6602,424;5502,02;6602,424
МСК Европейский магазин;145;19000165285;okolo Желе д/умывания Morphing Turmeric 50мл;7640399231093;OKOLO;Уход;Уход за лицом;Россия;6;0;0;1;5502,03;6602,436;5502,03;6602,436
МСК Европейский магазин;144;19000165285;okolo Желе д/умывания Morphing Turmeric 50мл;7640399231093;OKOLO;Уход;Уход за лицом;Россия;2;0;0;1;1834;2200,8;1834;2200,8
